domain	admin_area_id	admin_area
triangletribune.com	10187	North Carolina
wncw.org/news	10187	North Carolina
averyjournal.com	10187	North Carolina
patch.com/north-carolina/greensboro	10187	North Carolina
goldsborodailynews.com	10187	North Carolina
independenttribune.com	10187	North Carolina
pantherswire.usatoday.com	10187	North Carolina
radio.com/wfnz	10187	North Carolina
whky.com	10187	North Carolina
msgrnews.com	10187	North Carolina
whkp.com	10187	North Carolina
newsoforange.com	10187	North Carolina
caswellmessenger.com	10187	North Carolina
triad-city-beat.com	10187	North Carolina
dailyadvance.com/perquimans	10187	North Carolina
kmherald.com	10187	North Carolina
wilmingtonbiz.com	10187	North Carolina
wunc.org	10187	North Carolina
thestarnews.com	10187	North Carolina
ocracokeobserver.com	10187	North Carolina
alleghanynews.com	10187	North Carolina
bizjournals.com/triangle	10187	North Carolina
rhinotimes.com	10187	North Carolina
newsobserver.com	10187	North Carolina
journalpatriot.com	10187	North Carolina
860wacb.com	10187	North Carolina
wataugademocrat.com/mountaintimes	10187	North Carolina
thenews-journal.com	10187	North Carolina
wfdd.org	10187	North Carolina
charlottemagazine.com	10187	North Carolina
peacemakeronline.com	10187	North Carolina
clintonnc.com	10187	North Carolina
blueridgenow.com	10187	North Carolina
springhopeenterprise.com	10187	North Carolina
laurinburgexchange.com	10187	North Carolina
pulse.ncpolicywatch.org	10187	North Carolina
pilotmountainnews.com	10187	North Carolina
ourdavie.com	10187	North Carolina
wncw.org	10187	North Carolina
witn.com	10187	North Carolina
thefranklintimes.com	10187	North Carolina
whqr.org	10187	North Carolina
yourdailyjournal.com	10187	North Carolina
highlandsnews.com	10187	North Carolina
spectrumlocalnews.com/nc/triad	10187	North Carolina
thesevenlakesinsider.com	10187	North Carolina
patch.com/north-carolina/cornelius	10187	North Carolina
mydailyrecord.com	10187	North Carolina
journalnow.com	10187	North Carolina
patch.com/north-carolina/huntersville	10187	North Carolina
thecoastlandtimes.com	10187	North Carolina
topsailadvertiser.com	10187	North Carolina
courier-tribune.com	10187	North Carolina
herald.lakenormanpublications.com	10187	North Carolina
luminanews.com	10187	North Carolina
charlotteagenda.com	10187	North Carolina
mebaneenterprise.com	10187	North Carolina
carolinas.eater.com	10187	North Carolina
wncu.org	10187	North Carolina
patch.com/north-carolina/noda-midwoodbelmont	10187	North Carolina
hickoryrecord.com	10187	North Carolina
mymix965.com	10187	North Carolina
hpenews.com	10187	North Carolina
wnct.com	10187	North Carolina
yesweekly.com	10187	North Carolina
starnewsonline.com	10187	North Carolina
claycountyprogress.com	10187	North Carolina
islandgazette.net	10187	North Carolina
encorepub.com	10187	North Carolina
islandgazette.net/news-18	10187	North Carolina
enquirerjournal.com	10187	North Carolina
salisburypost.com	10187	North Carolina
wilmingtonjournal.com	10187	North Carolina
wilsontimes.com	10187	North Carolina
cherokeephoenix.org	10187	North Carolina
roanoke-chowannewsherald.com	10187	North Carolina
havenews.com	10187	North Carolina
wlos.com	10187	North Carolina
beaufortcountynow.com	10187	North Carolina
chathamnewsrecord.com	10187	North Carolina
thesmokymountaintimes.com	10187	North Carolina
lakegastongazette-observer.com	10187	North Carolina
minthilltimes.com	10187	North Carolina
abc11.com	10187	North Carolina
rutherfordweekly.com	10187	North Carolina
myfox8.com	10187	North Carolina
shelbystar.com	10187	North Carolina
raleighcw.com	10187	North Carolina
ashevillefm.org	10187	North Carolina
spectrumlocalnews.com/nc/charlotte	10187	North Carolina
patch.com/north-carolina/davidson	10187	North Carolina
abc45.com	10187	North Carolina
mountainx.com	10187	North Carolina
obsentinel.com	10187	North Carolina
patch.com/north-carolina/mooresville	10187	North Carolina
the-dispatch.com	10187	North Carolina
caro.news	10187	North Carolina
matthewsminthillweekly.com	10187	North Carolina
hendersonville.com	10187	North Carolina
wccbcharlotte.com	10187	North Carolina
rrdailyherald.com	10187	North Carolina
monitor.lakenormanpublications.com	10187	North Carolina
mooresvilletribune.com	10187	North Carolina
thestokesnews.com	10187	North Carolina
carolinacoastonline.com	10187	North Carolina
gastongazette.com	10187	North Carolina
themountaineer.com	10187	North Carolina
rceno.com/RCENO	10187	North Carolina
greensboro.com/rockingham_now	10187	North Carolina
postvoiceonline.com	10187	North Carolina
lincolntimesnews.com	10187	North Carolina
avltoday.6amcity.com	10187	North Carolina
personcountylife.com	10187	North Carolina
heraldsun.com	10187	North Carolina
patch.com/north-carolina/myerspark-southend-dilworth	10187	North Carolina
citizen-times.com	10187	North Carolina
johnstoniannews.com	10187	North Carolina
scoopcharlotte.com	10187	North Carolina
hendersonvillelightning.com	10187	North Carolina
thecharlotteweekly.com	10187	North Carolina
thedigitalcourier.com	10187	North Carolina
nrcolumbus.com	10187	North Carolina
1019online.com	10187	North Carolina
warrenrecord.com	10187	North Carolina
mountolivetribune.com	10187	North Carolina
wral.com	10187	North Carolina
big945.com	10187	North Carolina
goblueridge.net	10187	North Carolina
923wzpr.com	10187	North Carolina
cherryvilleeagle.com	10187	North Carolina
dukebasketballreport.com	10187	North Carolina
fox46charlotte.com	10187	North Carolina
statesville.com	10187	North Carolina
cbs17.com	10187	North Carolina
carolinajournal.com	10187	North Carolina
richmondobserver.com	10187	North Carolina
sportshubtriad.com	10187	North Carolina
sandhillssentinel.com	10187	North Carolina
wcnc.com	10187	North Carolina
wcti12.com	10187	North Carolina
franklincounty-news.com	10187	North Carolina
reflector.com	10187	North Carolina
wsicweb.com	10187	North Carolina
atthehive.com	10187	North Carolina
compassnews360.com	10187	North Carolina
ashepostandtimes.com	10187	North Carolina
yanceytimesjournal.com	10187	North Carolina
clclt.com	10187	North Carolina
bpr.org	10187	North Carolina
patch.com/north-carolina/raleigh	10187	North Carolina
tarheelblog.com	10187	North Carolina
grahamstar.com	10187	North Carolina
wgmd.com	1759	Delaware
1050wfsc.com	10187	North Carolina
thepilot.com	10187	North Carolina
crossroadschronicle.com	10187	North Carolina
carolinacoastonline.com/tideland_news	10187	North Carolina
weavervilletribune.com	10187	North Carolina
islandfreepress.org	10187	North Carolina
wsoctv.com	10187	North Carolina
947qdr.com	10187	North Carolina
rceno.com	10187	North Carolina
canescountry.com	10187	North Carolina
sussexcountian.com	1759	Delaware
starpublications.online/laurel	1759	Delaware
theadvocate.com/newsletters/zachary_plainsman_weekly_news	9345	Louisiana
communityimpact.com/nashville	12445	Tennessee
lakecountybanner.com	12445	Tennessee
milanmirrorexchange.com/tri-city-reporter	12445	Tennessee
bealestreetbears.com	12445	Tennessee
chestercountyindependent.com	12445	Tennessee
thedailytimes.com	12445	Tennessee
grizzlybearblues.com	12445	Tennessee
carthagecourier.com	12445	Tennessee
hamiltoncountyherald.com	12445	Tennessee
wyshradio.com	12445	Tennessee
patch.com/tennessee/knoxville	12445	Tennessee
ucnewsleader.com	12445	Tennessee
readtheleader.com	12445	Tennessee
wjhl.com	12445	Tennessee
mdjonline.com/neighbor_newspapers/hyperlocal/alpharetta	23298	Georgia
walb.com	23298	Georgia
patch.com/georgia/savannah	23298	Georgia
patch.com/georgia/tucker	23298	Georgia
savannahtribune.com	23298	Georgia
hbcugameday.com	23298	Georgia
thedahloneganugget.com	23298	Georgia
forsythnews.com	23298	Georgia
gradickcommunications.com	23298	Georgia
mdjonline.com/neighbor_newspapers/hyperlocal/fairburn	23298	Georgia
sweethomenews.com	39344	Oregon
klcc.org	39344	Oregon
readthebee.com	39344	Oregon
kslm.news	39344	Oregon
patch.com/oregon/oregoncity	39344	Oregon
dailycamera.com	18563	Colorado
weeklyregistercall.com	18563	Colorado
themtnear.com	18563	Colorado
fox21news.com	18563	Colorado
wheatridgetranscript.com	18563	Colorado
patch.com/colorado/littleton	18563	Colorado
telluridenews.com	18563	Colorado
mix1043fm.com	18563	Colorado
bellevueheraldleader.com	25316	Iowa
cd1077fm.com	25316	Iowa
patch.com/iowa/iowacity	25316	Iowa
newtondailynews.com/jasper-county-tribune	25316	Iowa
swiowanewssource.com/audubon	25316	Iowa
kmch.com	25316	Iowa
timesrepublican.com	25316	Iowa
nhregister.com	28468	Connecticut
patch.com/connecticut/trumbull	28468	Connecticut
providencejournal.com	35308	Rhode Island
patch.com/connecticut/newington	28468	Connecticut
patch.com/connecticut/cheshire	28468	Connecticut
portsmouthpress.com	35308	Rhode Island
wwaytv3.com	10187	North Carolina
spectrumlocalnews.com/nc/coastal	10187	North Carolina
wfmynews2.com	10187	North Carolina
catcrave.com	10187	North Carolina
thesnaponline.com	10187	North Carolina
foxwilmington.com	10187	North Carolina
publicradioeast.org	10187	North Carolina
newstopicnews.com	10187	North Carolina
hcpress.com	10187	North Carolina
carolinacoastonline.com/news_times	10187	North Carolina
indyweek.com	10187	North Carolina
wataugademocrat.com	10187	North Carolina
rockymounttelegram.com	10187	North Carolina
bizjournals.com/triad	10187	North Carolina
elkintribune.com	10187	North Carolina
neusenews.com	10187	North Carolina
patch.com/north-carolina/charlotte	10187	North Carolina
nsjonline.com	10187	North Carolina
cherokeescout.com	10187	North Carolina
bigdawg92fm.com	10187	North Carolina
tabor-loris.com	10187	North Carolina
portcitydaily.com	10187	North Carolina
powelltribune.com	4804	Wyoming
laramielive.com	4804	Wyoming
kisscasper.com	4804	Wyoming
moorcroftleader.com	4804	Wyoming
wyomingnewsnow.tv	4804	Wyoming
subletteexaminer.com	4804	Wyoming
sheridanmedia.comkroe	4804	Wyoming
lovellchronicle.com	4804	Wyoming
myhits106.com	4804	Wyoming
kemmerergazette.com	4804	Wyoming
richfieldreaper.com	31331	Utah
sjrnews.com	31331	Utah
usustatesman.com	31331	Utah
patch.com/california/murrieta	16606	California
lompocrecord.com	16606	California
jewelsfromthecrown.com	16606	California
modbee.com	16606	California
outlooknewspapers.com/category/san-marino	16606	California
sfchronicle.com	16606	California
sdvoice.info	16606	California
patch.com/california/novato	16606	California
newportbeachindy.com	16606	California
1053classichits.com	16606	California
937kclb.com	16606	California
patch.com/california/sacramento	16606	California
hsjchronicle.com	16606	California
dailybulletin.com	16606	California
tahoedailytribune.com	16606	California
abc7.com	16606	California
yovenice.com	16606	California
thecalifornian.com	16606	California
montereycountyweekly.com	16606	California
ocregister.com/location/california/orange-county/laguna-beach	16606	California
irvinenewsblog.com	16606	California
kpbs.org	16606	California
thevistapress.com	16606	California
lamesacourier.com	16606	California
actionnewsnow.com	16606	California
goldcountrymedia.com/live-content/placer-herald	16606	California
countywidenews.com	26557	Oklahoma
alvareviewcourier.com	26557	Oklahoma
edmondsun.com	26557	Oklahoma
elrenotribune.com	26557	Oklahoma
gtrnews.com	26557	Oklahoma
patch.com/vermont/burlington-vt	21517	Vermont
q1057.com	13115	New York
yanksgoyard.com	13115	New York
midweekkauai.com	3485	Hawaii
	13115	New York
b97hawaii.com	3485	Hawaii
patch.com/new-york/washington-heights-inwood	13115	New York
greenpointpost.com	13115	New York
mytwintiers.com	13115	New York
wblk.com	13115	New York
the-leader.com	13115	New York
hudsonvalleypost.com	13115	New York
mylittlefalls.com	13115	New York
ithacajournal.com	13115	New York
saratogian.com	13115	New York
patch.com/new-york/northport	13115	New York
wrfalp.com	13115	New York
hicksvillenews.com	13115	New York
auburnpub.com	13115	New York
ithaca.com	13115	New York
spectrumlocalnews.com/nys/binghamton	13115	New York
longislandpress.com	13115	New York
hawaiibusiness.com	3485	Hawaii
patch.com/new-york/freeport	13115	New York
cortlandstandard.net	13115	New York
blackwestchester.com	13115	New York
thepelhampost.com	13115	New York
westsenecabee.com	13115	New York
waynetimes.com	13115	New York
pryordailytimes.com	26557	Oklahoma
mvskokemedia.com	26557	Oklahoma
journalrecord.com/tinkertakeoff	26557	Oklahoma
news9.com	26557	Oklahoma
poncacitynow.com	26557	Oklahoma
normantranscript.com	26557	Oklahoma
journalrecord.com	26557	Oklahoma
clintondailynews.com	26557	Oklahoma
tulsaworld.com/communities/sandsprings	26557	Oklahoma
dvalnews.com	21517	Vermont
muskogeephoenix.com	26557	Oklahoma
guymondailyherald.com	26557	Oklahoma
waltersherald.com	26557	Oklahoma
patch.com/maryland/owingsmills	28810	Maryland
hyattsvillewire.com	28810	Maryland
country1029wkik.com	28810	Maryland
marylandmatters.org	28810	Maryland
mdcoastdispatch.com	28810	Maryland
baltimorefishbowl.com	28810	Maryland
chestertownspy.org	28810	Maryland
baltimoreoutloud.com	28810	Maryland
capitalgazette.com/maryland	28810	Maryland
kentpilot.org/category/kent	28810	Maryland
patch.com/maryland/northpotomac	28810	Maryland
weaa.org	28810	Maryland
nccpdnews.com	1759	Delaware
milfordbeacon.com	1759	Delaware
hockessincommunitynews.com	1759	Delaware
wrde.com	1759	Delaware
doverpost.com	1759	Delaware
milfordlive.com	1759	Delaware
middletowntranscript.com	1759	Delaware
delawareonline.com	1759	Delaware
starpublications.online/seaford	1759	Delaware
patch.com/delaware/wilmington-de	1759	Delaware
coastalpoint.com	1759	Delaware
wdel.com	1759	Delaware
power1017.com	1759	Delaware
ksqmfm.com	2	Washington
theolympian.com	2	Washington
fieldgulls.com	2	Washington
dailyrecordnews.com	2	Washington
queenannenews.com	2	Washington
millcreekbeacon.com	2	Washington
northcountyoutlook.com	2	Washington
king5.com	2	Washington
newarkpostonline.com	1759	Delaware
waitsburgtimes.com	2	Washington
southsoundtalk.com	2	Washington
maplevalleyreporter.com	2	Washington
1041kxdd.com	2	Washington
kukn.com	2	Washington
clarkcountytoday.com	2	Washington
bbjtoday.com	2	Washington
mukilteobeacon.com	2	Washington
tdn.com	2	Washington
bayoubusinessmonthly.com	9345	Louisiana
thelensnola.org	9345	Louisiana
southstrandnews.com	37763	South Carolina
scnow.com/messenger	37763	South Carolina
charlestonmag.com	37763	South Carolina
yourislandnews.com	37763	South Carolina
1039thebulldog.com	38303	Kentucky
garnetandblackattack.com	37763	South Carolina
aseaofblue.com	38303	Kentucky
foodanddine.com	38303	Kentucky
tribunecourier.com	38303	Kentucky
colfaxchronicle.com	9345	Louisiana
livingstonparishnews.com	9345	Louisiana
patch.com/louisiana/new-orleans	9345	Louisiana
965kvki.com	9345	Louisiana
neworleanscitybusiness.com	9345	Louisiana
225batonrouge.com	9345	Louisiana
lafourchegazette.com	9345	Louisiana
hannapub.com/franklinsun	9345	Louisiana
businessreport.com	9345	Louisiana
mykisscountry937.com	9345	Louisiana
weeklycitizen.com	9345	Louisiana
thepointecoupeebanner.com	9345	Louisiana
brproud.com	9345	Louisiana
www1.wbrz.com	9345	Louisiana
oakdaletoday.com	9345	Louisiana
cameronpilot.com	9345	Louisiana
theforumnews.com	9345	Louisiana
neworleanssaints.com	9345	Louisiana
theadvertiser.com	9345	Louisiana
kpel965.com	9345	Louisiana
wrkf.org	9345	Louisiana
richlandtoday.com	9345	Louisiana
fox8live.com	9345	Louisiana
offbeat.com	9345	Louisiana
sabinetoday.com	9345	Louisiana
donaldsonvillechief.com	9345	Louisiana
ksmb.com	9345	Louisiana
wbok1230.com	9345	Louisiana
abbevillenow.com	9345	Louisiana
kplctv.com	9345	Louisiana
wgso.com	9345	Louisiana
mymagiclc.com	9345	Louisiana
stmarynow.com/daily-review	9345	Louisiana
gator995.com	9345	Louisiana
stmarynow.com	9345	Louisiana
newstalk985.com	9345	Louisiana
k945.com	9345	Louisiana
nola.verylocal.com	9345	Louisiana
710keel.com	9345	Louisiana
healthcarejournalbr.com	9345	Louisiana
107jamz.com	9345	Louisiana
canalstreetchronicles.com	9345	Louisiana
arklatexweekend.com	9345	Louisiana
avoyellestoday.com	9345	Louisiana
wafb.com	9345	Louisiana
dailycomet.com	9345	Louisiana
watchfox29.com	9345	Louisiana
eunicetoday.com	9345	Louisiana
cenlanow.com	9345	Louisiana
theadvocate.com	9345	Louisiana
theadvocate.com/baton_rouge/news/communities/east_feliciana	9345	Louisiana
talkradio960.com	9345	Louisiana
nola.com/news/communities/st_tammany	9345	Louisiana
plaqueminesgazette.com	9345	Louisiana
klax-tv.com	9345	Louisiana
classichits925.com	9345	Louisiana
zacharypost.com	9345	Louisiana
crowleypostsignal.com	9345	Louisiana
andthevalleyshook.com	9345	Louisiana
kbef.com	9345	Louisiana
	9345	Louisiana
myslidell.com	9345	Louisiana
thevermilion.com	9345	Louisiana
nola.eater.com	9345	Louisiana
wwltv.com	9345	Louisiana
ksla.com	9345	Louisiana
lsutigerswire.usatoday.com	9345	Louisiana
thestbernardvoice.com	9345	Louisiana
kvpionline.com	9345	Louisiana
thejenatimes.net	9345	Louisiana
classicrock1051.com	9345	Louisiana
patch.com/louisiana/shreveport	9345	Louisiana
ktbs.com	9345	Louisiana
thewestsidejournal.com	9345	Louisiana
beauregarddailynews.net	9345	Louisiana
hannapub.com	9345	Louisiana
crowleytoday.com	9345	Louisiana
natchitochestimes.com	9345	Louisiana
slidell-independent.com	9345	Louisiana
winnparishenterprise.com	9345	Louisiana
westcarrollgazette.com	9345	Louisiana
myarklamiss.com	9345	Louisiana
mansfieldenterprise.com	9345	Louisiana
louisianaradionetwork.com	9345	Louisiana
thebirdwrites.com	9345	Louisiana
pelicanpostonline.com	9345	Louisiana
kalb.com	9345	Louisiana
westcentralsbest.com	9345	Louisiana
louisianasportsman.com	9345	Louisiana
thedrumnewspaper.info	9345	Louisiana
purecountry1067.com	9345	Louisiana
techetoday.com	9345	Louisiana
patch.com/louisiana/metairie	9345	Louisiana
radio.com/wwl	9345	Louisiana
vermiliontoday.com	9345	Louisiana
heraldguide.com	9345	Louisiana
hannapub.com/ouachitacitizen	9345	Louisiana
whodatdish.com	9345	Louisiana
hannapub.com/concordiasentinel	9345	Louisiana
kennerstar.net	9345	Louisiana
fgazette.com	9345	Louisiana
wgno.com	9345	Louisiana
patch.com/louisiana/gentilly	9345	Louisiana
actionnews17.com	9345	Louisiana
nola.com/gambit	9345	Louisiana
banner-tribune.com	9345	Louisiana
redriverradio.org	9345	Louisiana
louisianaweekly.com	9345	Louisiana
sunweeklynews.com/home.html	9345	Louisiana
sulphurdailynews.com	9345	Louisiana
lafootballmagazine.com	9345	Louisiana
bossierpress.com	9345	Louisiana
kadn.com	9345	Louisiana
dailyreporter.com	1860	Wisconsin
swnews4u.com	1860	Wisconsin
patch.com/wisconsin/oakcreek	1860	Wisconsin
unifiednewsgroup.com	1860	Wisconsin
thebaycities.com	1860	Wisconsin
wjmcradio.com/news-sport-events	1860	Wisconsin
wiscnews.com/baraboonewsrepublic	1860	Wisconsin
lakegenevanews.net	1860	Wisconsin
sheboyganpress.com	1860	Wisconsin
b93radio.com	1860	Wisconsin
wglr.com	1860	Wisconsin
hometownbroadcasting.com	1860	Wisconsin
patch.com/new-jersey/chatham	5237	New Jersey
patch.com/new-jersey/jersey-city	5237	New Jersey
communitynews.org	5237	New Jersey
rankincn.com	37030	Mississippi
thelinknews.net	5237	New Jersey
allaboutthejersey.com	5237	New Jersey
wrat.com	5237	New Jersey
power107radio.com	37030	Mississippi
patch.com/new-jersey/redbank	5237	New Jersey
trentondaily.com	5237	New Jersey
centraljersey.com/c/independent	5237	New Jersey
thesunpapers.com/moorestown-sun	5237	New Jersey
theridgewoodblog.net	5237	New Jersey
centraljersey.com/eb-sentinel	5237	New Jersey
mercerme.com	5237	New Jersey
newjerseynewsnetwork.com	5237	New Jersey
franklinadvocate.com	37030	Mississippi
njbmagazine.com	5237	New Jersey
gwcommonwealth.com	37030	Mississippi
copiahcountycourier.com	37030	Mississippi
thevillagereporter.com	29828	Ohio
timesbulletin.com	29828	Ohio
949cincinnati.com	29828	Ohio
thecentralvirginian.com	915	Virginia
communitycommon.com	29828	Ohio
patch.com/ohio/mayfield-hillcrest	29828	Ohio
fortleetraveller.com	915	Virginia
freepressstandard.com	29828	Ohio
patch.com/virginia/woodbridge-va	915	Virginia
theunionstar.com	915	Virginia
thesuburbanite.com	29828	Ohio
arlingtontimes.com	915	Virginia
timesleaderonline.com	29828	Ohio
cleveland.com/sunsentinel	29828	Ohio
troytrib.com	29828	Ohio
newsleader.com	915	Virginia
westlifenews.com/the-press	29828	Ohio
thesciotovoice.com	29828	Ohio
southeastexaminer.com	39344	Oregon
eastoregonian.com	39344	Oregon
freedom970.com	39344	Oregon
thechronicleonline.com	39344	Oregon
lakecountyexam.com	39344	Oregon
portlandmercury.com	39344	Oregon
argusobserver.com	39344	Oregon
klamathradio.com/TheEagle	39344	Oregon
pamplinmedia.com/newberg-graphic-home	39344	Oregon
bendbulletin.com	39344	Oregon
opb.org	39344	Oregon
pamplinmedia.com/hillsboro-tribune-home	39344	Oregon
patch.com/oregon/beaverton	39344	Oregon
salem-news.com	39344	Oregon
theworldlink.com/community/reedsport	39344	Oregon
nuggetnews.com	39344	Oregon
eugeneweekly.com	39344	Oregon
kdrv.com	39344	Oregon
gorgeradio.com?pg=18155	39344	Oregon
keizertimes.com	39344	Oregon
pamplinmedia.com/hillsboro-tribune-news	39344	Oregon
kobi5.com	39344	Oregon
theskanner.com	39344	Oregon
pamplinmedia.com/clackamas-review-home	39344	Oregon
heraldandnews.com	39344	Oregon
pamplinmedia.com/woodburn-independent-home	39344	Oregon
tillamookheadlightherald.com	39344	Oregon
bakercityherald.com	39344	Oregon
pamplinmedia.com/regal-courier-home	39344	Oregon
patch.com/oregon/hillsboro	39344	Oregon
malheurenterprise.com	39344	Oregon
1080thefan.radio.com	39344	Oregon
hoodrivernews.com	39344	Oregon
pamplinmedia.com/canby-herald-news	39344	Oregon
elkhornmediagroup.com	39344	Oregon
klamathfallsnews.org	39344	Oregon
redmondspokesman.com	39344	Oregon
centraloregondaily.com/kbnz-cbs	39344	Oregon
	39344	Oregon
corvallisadvocate.com	39344	Oregon
kbnd.com	39344	Oregon
pamplinmedia.com/canby-herald-home	39344	Oregon
lincolncityhomepage.com	39344	Oregon
katu.com	39344	Oregon
ijpr.org	39344	Oregon
pamplinmedia.com/south-county-spotlight-home	39344	Oregon
buildingthedam.com	39344	Oregon
pamplinmedia.com/gresham-outlook-home	39344	Oregon
thechiefnews.com	39344	Oregon
pamplinmedia.com/sandy-post-home	39344	Oregon
wweek.com	39344	Oregon
sheridansun.sheridanc.on.ca	39344	Oregon
pamplinmedia.com/forest-grove-news-times-news	39344	Oregon
kunptv.com	39344	Oregon
nrtoday.com	39344	Oregon
pamplinmedia.com/central-oregonian-home	39344	Oregon
kpic.com	39344	Oregon
polkio.com	39344	Oregon
patch.com/oregon/portland	39344	Oregon
kezi.com	39344	Oregon
kldr.com	39344	Oregon
kptv.com	39344	Oregon
canbynowpod.com	39344	Oregon
pamplinmedia.com/molalla-pioneer-home	39344	Oregon
bendsource.com	39344	Oregon
koin.com	39344	Oregon
portlandobserver.com	39344	Oregon
newsregister.com	39344	Oregon
northcoastcitizen.com	39344	Oregon
pamplinmedia.com/southwest-community-connection-home	39344	Oregon
streetroots.org	39344	Oregon
statesmanjournal.com/news/stayton	39344	Oregon
whbc.com	39344	Oregon
thedalleschronicle.com	39344	Oregon
pamplinmedia.com/south-county-spotlight-news	39344	Oregon
ripcityproject.com	39344	Oregon
kval.com	39344	Oregon
beachconnection.net	39344	Oregon
blazersedge.com	39344	Oregon
news.monroelocal.org	23298	Georgia
thecrier.net	23298	Georgia
patch.com/georgia/kennesaw	23298	Georgia
patch.com/georgia/roswell	23298	Georgia
augustachronicle.com/newstimes	23298	Georgia
valdostadailytimes.com	23298	Georgia
koat.com	5995	New Mexico
thecitizen.com	23298	Georgia
fannin.fetchyournews.com	23298	Georgia
wrdw.com	23298	Georgia
newsradiokkob.com	5995	New Mexico
barnesville.com	23298	Georgia
thebrunswicknews.com	23298	Georgia
patch.com/georgia/stonemountain	23298	Georgia
allongeorgia.com/category/georgia-state-news	23298	Georgia
wuog.org	23298	Georgia
earlycountynews.com	23298	Georgia
easternnewmexiconews.com	5995	New Mexico
mdjonline.com/neighbor_newspapers/dekalb	23298	Georgia
wkeuradio.com	23298	Georgia
patch.com/georgia/loganville	23298	Georgia
savannahherald.net	23298	Georgia
cascadebusnews.com	39344	Oregon
currypilot.com	39344	Oregon
fox26medford.com	39344	Oregon
newportnewstimes.com	39344	Oregon
pamplinmedia.com/the-times-home	39344	Oregon
pamplinmedia.com/beaverton-valley-times-home	39344	Oregon
patch.com/georgia/woodstock	23298	Georgia
jalrecord.net	5995	New Mexico
thedallasnewera.com	23298	Georgia
wtvm.com	23298	Georgia
theclaytontribune.com	23298	Georgia
patch.com/georgia/dacula	23298	Georgia
reporternewspapers.net/category/dunwoody-reporter	23298	Georgia
abqjournal.com	5995	New Mexico
patch.com/georgia/oconee	23298	Georgia
towns.fetchyournews.com	23298	Georgia
murray.fetchyournews.com	23298	Georgia
nmpolitics.net	5995	New Mexico
patch.com/georgia/westcobb	23298	Georgia
bloggingdirty.com	23298	Georgia
patch.com/georgia/snellville	23298	Georgia
thetoccoarecord.com	23298	Georgia
tiftongazette.com	23298	Georgia
discoveringbulloch.com	23298	Georgia
patch.com/georgia/midtown	23298	Georgia
mainstreetnews.com/braselton	23298	Georgia
mainstreetnews.com	23298	Georgia
lagrangenews.com	23298	Georgia
big1015.com	5995	New Mexico
thefalcoholic.com	23298	Georgia
mdjonline.com/neighbor_newspapers/hyperlocal/buckhead	23298	Georgia
reporternewspapers.net	23298	Georgia
nmpoliticalreport.com	5995	New Mexico
patch.com/georgia/brookhaven	23298	Georgia
theleadertribune.net	23298	Georgia
northwestgeorgianews.com/catoosa_walker_news	23298	Georgia
wjcl.com	23298	Georgia
thepostsearchlight.com	23298	Georgia
gapost.org	23298	Georgia
rabun.fetchyournews.com	23298	Georgia
patch.com/georgia/northdruidhills	23298	Georgia
